LABEL	TITLE	SPEAKER	CONTENTS	
1	Elite Congressman Trained To Kill Legislation In 24 Different Ways	a congressional staffer 	"I've seen Sen. Barrasso gut an entire bill using only a ballpoint pen, ""He can swiftly put down an entire debate with a single, perfectly timed call for cloture, but he also knows how to operate with stealth. Sometimes he'll secretly slip a poison pill amendment into a piece of legislation that'll kill it instantly, and other times drafts are sent to his committee and you simply never hear from them again. Everyone knows what happened though."""	
1	4 Senators Mauled During Congressional Tiger Show	senator Saxby Chambliss 	"At the time of the incident, [Sen.] Dianne [Feinstein (D-CA)] and I were performing a routine flaming ring jump - a trick we've done hundreds of times during the show's nine-year run - when Marduk, one of our white Bengal tigers, swatted her to the ground and then proceeded to clench her in his teeth and toss her around on the podium for several seconds, ""I still have no idea what went wrong. Marduk had been completely docile and compliant from the beginning of the show when I commanded him and [Siberian tiger] Georgina to stand up on their hind legs at the start of the Pledge of Allegiance, to when Mitch [McConnell] led him through his choreographed leaps across all 100 senate desks. It's just a terrible tragedy."""	
1	G7 Unable To Get Deposit Back On Shipment Of ?G8 Summer Getaway' T-Shirts	UK Prime Minister David Cameron 	"We placed an order for a box of medium- and large-sized crewneck tees back in February, but when we called to cancel this morning, the guy at the printing shop said the deposit is final and they don't do any refunds, ""Of course, Putin never gave us his $10 share, so we're all going to have to cover that too. We'll make sure everyone pays upfront when we order our new shirts, though we haven't decided yet whether we want them to say ?Brussels Bash '14' or ?G7: Summer of Heaven.' Plus, [Italian Prime Minister] Matteo [Renzi] is still really lobbying for us to pay extra and get tie-dyed ones."""	
1	Crimean Voters Excited To Exercise Democracy For Last Time	local businessman Sergei Petrov 	"It brought me such great personal joy to head to the polls and, for the last time ever, have my vote tallied and actually mean something, ""Yesterday was a historic day for Crimea. Our people had a say in their future, and our voices were heard loud and clear, which is extremely special given that it won't happen again for who knows how long."""	
1	John Kerry Poses As Masseuse To Get Few Minutes With Putin	U.S. Secretary of State John Kerry 	"You seem very tense, Mr. Putin - how have things been going lately? ""You sure have a lot of knots in your back. Have you been hunching over lately while drawing up plans for an imminent large-scale invasion of Ukraine, or maybe tensing up at the thought of crippling Western economic sanctions? You'd probably feel a lot more relaxed if you just invalidated yesterday's referendum results in Crimea and acknowledged publicly that such a vote was illegal under the Ukrainian constitution."""	
1	John Kerry Sits In Shadows Of Kiev Caf? Awaiting Woman Known Only As Dasha	U.S. Secretary of State John Kerry 	"All I know is that my contact goes by the name Dasha, and from the dossier I was given, she's extremely beautiful, deadly, and not keen on making my life easy, ""The one thing I do know is there isn't a chance in hell this secretary of state leaves Kiev without first making nice with Dasha. No, one way or another I need Dasha, and not just because she's a mysteriously alluring beauty who's been known to seduce her share of foreign ministers. I mustn't underestimate her cunning and intelligence either - let's just say this is a woman who knows a thing or two, particularly about the socioeconomic realities of eastern Europe and the political divisions among the ethnic populations in the region."""	
1	Bitter Concession Speeches The Only Things Americans Looking Forward To In Upcoming Midterms	resident Lindsey Abbot 	"Honestly, all that matters is that I get to watch some defeated politician stiffly read some remarks and offer a totally disingenuous congratulations to the victor, ""I mean, the election would be a total waste of time if not for that moment when the candidate has to go out on stage and tell all the people who worked so hard for him that he failed and that their shared dream is suddenly gone. I really don't know what I'd do if I couldn't look ahead to a bunch of people half-heartedly chanting their candidate's name to make him feel better."""	
1	Expressing Deeply Held Political Opinion Referred To As ?Gaffe'	a senior staffer 	"Going forward, Representative Wescott will work to [keep this cornerstone political belief silent when in the presence of cameras or microphones, and only allow it to inform the way he votes on bills and measures in Congress, represents the 600,000 individuals in his district, and assesses nearly every policy decision he is faced with]. He is truly sorry."	
1	Live Cow Lowered Onto Floor Of U.S. House Of Representatives	a feeding supervisor 	"All right, chow time! ""Let's bring 'er up, fellas. Whoo-weee! Looks like they were hungry today, yes sir!"""	
1	Neighborhood Has Gotten A Lot Safer Since Mayor Vanquished Fire Troll	local resident Cameron Watkins 	"It used to be too dangerous to go out on the streets, but ever since Mayor Fischer held the amulet aloft and cast Stortbrann back to the under-realm, I feel like it's safe to walk home from the bus stop, even at night, ""[Former mayor Jerry] Abramson never did a damn thing about the troll attacks. But by the end of his first term, Fischer personally tracked the infernal colossus to its cave and ended its reign once and for all. Now I can let my kids play outside again."""	
1	Dad Delivers State Of The Union Rebuttal Directly Into Television Screen	area dad Bill Shaw 	"Well, there you go, folks - same canned lines we've been hearing for the last two years with a couple of empty nods to the little guy, just how I said it would be, ""Country's a goddamn mess, and this is the explanation we get. Complete load of horseshit."""	
1	"Obama Throws Small Business Owner Into Seat, Tells Him To Just Smile And Keep His Fucking Mouth Shut"	President Barack Obama 	"Listen, I'm going to mention your story, the camera's going to cut to you, Michelle will look your way and give you a supportive nod, and you just sit there with your goddamn trap closed and a big fucking happy grin across your fat face - you think you can handle that? ""What's your name? Greg? Joe? Doesn't fucking matter. Tonight it's Greg. You have two kids - Hayley and Blake or something - your wife just took a job as a cashier to make ends meet, and you got a small business loan from the government and it's working out great. You got all that? Because you better fucking remember whatever I say about you if anyone follows up."""	
1	Aides Advise Obama To Avoid Any Mention Of America During State Of The Union Speech	White House Chief of Staff Denis McDonough 	"We feel it's best to steer clear of topics that may cast the administration in an unfavorable light, so we urged the president to gently skirt the issue of America and any related subjects for the duration of his address, ""The country has been a really thorny issue for the president, so given the importance of this occasion and the number of people watching, we recommended that the president just stay away from using any loaded terms that might stir up negative associations with listeners, such as ?the United States,' ?our nation,' or ?my fellow Americans.'"""	
1	Voters Shocked Christie Botched Such An Easy Political Cover-Up	resident Carolyn Baum 	"Man, this guy wants to be President of the United States and he can't even conceal an act of corruption this rinky-dink and run-of-the-mill from voters? It's crazy, ""I mean, this is a total softball. If he can't even bully one little small-town mayor into submission by oppressing his constituents and get away with it, how can we reasonably believe he's politically skilled enough to cover up national scandals like orchestrating a foreign war, illegally colluding with big business, or violating the civil liberties of millions of Americans? It's a little scary, to be honest."""	
1	Voters Excited To Use Midterms To Put Country Back On Different Wrong Track	voter Lisa Berkland 	"We've been going down the wrong path for the past few years, and now it's time to get some new people in there who can lead our country astray in a different direction, ""It will take a lot of work to turn the country around and ensure a different type of horrible future, but I believe there are candidates out there who have the awful principles and ideologies to march into Washington and do it."""	
1	White House Announces Sasha Obama To Now Be Played By Britney Watkins	actress Britney Watkins. 	"When my agent called yesterday and told me ?You got Sasha,' I couldn't believe it, ""I'm really excited about the opportunity to take Sasha in a new direction. The nation should expect her to become a little moodier as she enters her teenage years. She might even be getting into a little more trouble than what people are used to seeing."""	
1	Secretary Of Transportation Worried He's Not Living Up To Legacy Of Claude S. Brinegar	U.S. Secretary of Transportation Anthony Foxx 	"I try my best everyday to ensure a safe and efficient nationwide transportation system, but there are days when I just stop and think, ?Who am I kidding? I'm no Brinegar and I never will be,' ""We're talking about Claude Stout Brinegar here, for God's sake. The man who tackled price gouging in the fuel industry, expanded commercial air service between the U.S. and the Soviet Union, and navigated this country through the 1973 oil embargo. I mean, what chance do I stand against a legacy like that?"""	
1	Biden Frantically Hitting Up Cabinet Members For Clean Piss	Vice President Joe Biden 	"C'mon, you gotta help me get some clean whiz - Shinseki, Donovan, I'm looking in your direction, ""I'm not fucking around. I need some lizard juice, pronto. And dudes only - I can't get found out like I did last time."""	
1	Nation Not About To Start Giving A Shit About Canadian Politics	resident Daniel Cooke 	"Yeah, sorry, not happening, ""Frankly, that guy could have been having sex with an underage boy in the middle of a parliament meeting or whatever the hell they have over there and I still wouldn't give a shit. I don't know or care to know who he is, where he's from, or what he did. What I do know is that if you think I'm going to start paying attention to what's going on with politics in Toronto or Nova Scotia or Ontario City or wherever the fuck then you're going to be very disappointed."""	
1	GOP Announces Plan To Go After Obamacare	House Majority Leader Eric Cantor 	"This may surprise many Americans, but myself and my colleagues do not like Obamacare and have been planning to gut the bill for quite some time, ""I won't say that we'll use the upcoming debt ceiling increase as leverage to repeal the law, but let's just say everything is on the table. The gloves are coming off."""	
1	Boehner Hoping To Remain Leader Of Republican Parties	Speaker of the House John Boehner 	"It is my strong belief that the Republican Parties will remain the majority, especially in the House, for quite some time, ""In fact, I expect the GOPs to come back from this stronger and even more unified, and I hope to be at the forefront of that charge."""	
1	U.S. Assures Hong Kong That Their Protest Just One Of Many Issues White House Staying Silent On	White House press secretary Josh Earnest 	"While pro-democracy activists in Hong Kong may question why the United States hasn't offered its unequivocal support, I want to make it clear to each one of them that their campaign is but one of dozens of important causes around the world that this administration is sidestepping, ""Our inaction puts the people of Hong Kong in good company with the subjugated populations of South Sudan, Eritrea, Central Asia, and sub-Saharan Africa, all of whom we systematically overlook. So, our message to the protesters is clear: You are not alone."""	
1	Republicans Give In Right Before Obamacare Would Have Been Repealed	President Obama 	"Whew! That was a close one, ""The GOP really had our backs up against the wall on this one, and to be honest I was definitely about to blink first. I sure as hell didn't want to be the president who oversaw the first default in our country's history, and I thought the Republicans knew that. If they would have just held out a little longer - I'm talking two, three seconds - they would have gotten everything they wanted. They seriously held all the cards here."""	
1	Heroic Broken Sewage Pipe Floods Congress With Human Waste	one congressional source 	"Someone or something had to step up and fight for the American people, and when I heard that explosion and then saw congressman after congressman get swept up by a massive wave of feces and urine, I knew that sewage pipe had done something truly brave and extraordinary, ""Harry Reid must have guzzled down at least three thermosfuls of this brownish slop, and John Boehner was covered in human offal. Every Tea Party Republican, including Michele Bachmann and Steve King, had so much fecal matter on them that all you could see were the parts of their eyes where they wiped it away. They were all in one corner throwing up and dry heaving because of how putrid the smell was. This cracked sewage pipe deserves the Medal of Honor."""	
1	Nation Could Probably Draw John Boehner From Memory At This Point	resident Peter Eckhart 	"First, I would sketch out his sort of square-shaped face, and then I would pencil in the three, no, four wrinkles that run across his forehead, ""Pink tie; gray-blue eyes that look tired and glassy; short, thin brown hair with an M-shaped hairline; Slight double chin. You can draw him pointing or not pointing. Pointing if he's calling on a reporter. Don't forget the deep wrinkle next to his right eyebrow, and a really defined indent between his lips and nose."""	
1	Tea Party Congressman Listens To Constituent Who Wears Thomas Jefferson Costume Everywhere	Rep. Mick Mulvaney 	"You make a great point, sir, and I am here to fight for people like you, ""When I get out of the D.C. bubble and come back to South Carolina and talk to voters, that's when I remember the folks like yourself who sent me to Washington."""	
1	John Boehner's Wife Calls For Her Shutdown King To Come Back To Bed	wife of House Speaker John Boehner 	"It sounds like my Mr. Powerful Shutdown King is working awfully hard; maybe he needs something to help him take his mind off his kingly duties? ""My mighty deadlock leader has brought the federal government to its knees, but maybe now he can take his scepter and do the same to his Shutdown Queen? Your wish is my command, sire."""	
1	Psychiatrists Deeply Concerned For 5% Of Americans Who Approve Of Congress	psychiatrist Dr. Donald Levin 	"With numerous members of Congress refusing to negotiate an end to the shutdown in the face of widespread federal furloughs and a looming deadline to avoid defaulting on government debt, we are extremely concerned for the mental health of those Americans who responded, ?Yes, we think Congress is doing a good job,' ""We're not entirely sure who these people are or where they come from - perhaps they are psych ward patients, or unstable recluses living in remote huts on the outskirts of society - but what we do know is that they are extremely disconnected from reality and in need of immediate attention if they are not already receiving it. We need to find these people and get them the help they need before their illnesses get worse."""	
1	Congressional Aides Withholding Sex Until Budget Compromise Is Reached	"Allison Pereira, personal aide to Rep. Tom Massie "	"We were all hoping it would never come to this, but unless lawmakers agree to put aside their differences and get the government moving again, then any and all clandestine sexual intercourse with us is simply off the table, ""With hundreds of thousands of government employees out of work and the congressional process held hostage to partisan gridlock, we have no chance but to leverage our most powerful bargaining chip. So until they figure out a budget deal, sex is off. And that includes oral sex and hand jobs, by the way."""	
1	"Poll Shows Majority Of Americans Can't Blame Congress For The Shutdown, Not With Those Adorable Faces They Can't"	resident Daniel Hadler 	"I'm obviously upset that our elected officials can't work together to figure out a reasonable budget resolution, but honestly, how could you ever stay mad at those cutie pies? ""Have you ever seen anything so precious in your whole life? I mean, look at them - dressed up in their little suits with their big-boy ties on, huffing and puffing around the Capitol building. You can't be angry when your heart's practically melting."""	
1	Senator Trying To Make Long-Distance Relationship Work With Constituency Back Home	Sen. Bill Nelson 	"It's definitely a challenge being apart so often, but there's really no other option with my current job, ""Email helps, but sometimes my constituency can get pretty needy. And I'm not always able to respond, which makes me feel guilty. I wish things were as easy for me as they are for [Maryland Sen. Ben] Cardin. He just drives up and hangs out with his voters pretty much anytime he wants."""	
1	Government Shutdown Forces National Zoo To Turn Off Panda Suicide Cam	resident Angela Krest 	"You mean that newborn baby panda might kill herself and I won't be able to see it live? ""I was really looking forward to seeing how she's going to do it. Will she climb up as far as she can on a bamboo shoot and then try to leap to her death? Will she just try to knock her head on a rock over and over? Frankly, I don't see why I have to be punished and miss seeing a panda take its own life just because of some partisan bickering."""	
1	Last Thing Government Worker Needed Was Agency Labeling Him ?Nonessential'	National Gallery of Art facilities manager Don Henning 	"Well, this is just great. I'm already working 60 hours per week in a low-paying job with horrible hours and zero perks, and now I'm officially being told that I could straight up stop going to work at all and it would not ?essentially' change anything, ""Listen, I get that my job could disappear at any minute and it wouldn't matter to anyone. I can read between the lines. But there's no need to tell me in a personally addressed letter that it's actually better for the government's survival if I'm not working than if I am. I mean, Christ, my self-esteem is low enough as it is."""	
1	Breaking: Congressmen Walking Somewhere	Beltway observers 	"Though their destination remains as yet unclear, the legislators have been seen walking up and down staircases, and have also been observed gesticulating with both their right and left arms, ""Some clusters of congressmen are talking and joking with one another. Others are confidently striding through the Capitol. Occasionally they will lean in to one another and whisper something out of earshot of reporters and then slyly smile. We still don't know where they are going, though."""	
1	New Poll Finds Americans View Death Of Close Relative More Favorably Than Congress	Pew spokesperson Diana Shostak 	"When asked whether they would prefer to select a casket for their child or endure the forthcoming congressional showdown over the debt ceiling, 89 percent of Americans said they would rather bury their own offspring, ""Watching one's grandmother weep uncontrollably at the impending death of her husband of 60 years, having the agonizing conversation about whether to pull the plug on his life support unit, and looking on as he gasps for his final breaths - these situations all enjoyed higher approval ratings than any individual member of the House or Senate."""	
1	Area Man Worried Health Care Debate Might Be Getting Political	Local man Henry Allen 	"Is it just me, or does it seem like the overall health and well-being of everyday Americans is in danger of somehow being used as fodder for elected officials to score political points against their rivals? ""I mean, supposing that is the case, and health care is becoming politicized in some way, how does that really help someone who doesn't have access to quality health care actually get health care? I guess it really doesn't."""	
1	Dad Explains Obamacare	local father Andrew Panetta 	"It's bullshit, ""All of it. Complete and total bullshit."" ""I'm telling you, it's bullshit."" "	
1	12-Year-Old Hispanic Boy Not Sure If He's Supposed To Be Looking Up To Marco Rubio	Hispanic boy Damon Aguilar 	"I don't know, should I try to be like Marco Rubio when I grow up? Is he the model I should be aspiring to? ""I guess he's given some pretty big speeches, but I don't know if I'm supposed to be impressed with that or what. It's not as if my parents or teachers have ever told me, ?Hey, if you work really hard, maybe someday you could be the next Marco Rubio.'"""	
1	John Kerry Costs U.S. Defense Industry $400 Billion	Lockheed Martin CEO Marillyn A. Hewson 	"We were ready to produce and sell tomahawk missiles, advanced combat systems, and more unmanned predator drones, but instead our Secretary of State had to run his big fat mouth about options for averting war, and now we're out hundreds of billions of dollars, ""With thousands of new munitions and logistical support contracts, Syria would have been a goldmine for us. I swear to God, if this doesn't work out John Kerry owes us half a trillion dollars."""	
1	Senator To Try Submitting Rejected Bill To Canadian Parliament	Sen. Edward J. Markey 	"Obviously, it's not my first-choice legislative body, but they're still a pretty good group of lawmakers and I'd be proud to have them approve my resolution, ""It's a legitimate, respectable governmental branch, and I'd rather see this bill become law in Canada than have it just sit here, unenacted, in my desk drawer. To be honest, trying to get this thing onto the floor of the U.S. Senate probably wasn't a very realistic goal in the first place."""	
1	Obama Throws Up Right There During Syria Meeting	one source 	"He got really quiet and pale when we began to discuss plans for a unilateral strike on al-Assad's forces, but then [White House Chief of Staff] Denis McDonough mentioned the Muslim Brotherhood, and the president just puked right on the table, ""We thought he had gotten it all out of his system, but when [Secretary of State] John [Kerry] argued that the use of airborne military force must be swift and decisive in order to diminish the likelihood of a subsequent ground invasion, that just made Obama double over and hurl all over the floor. At that point, we simply had to stop the meeting."""	
1	Obama Weighing His Syria Option	White House Chief of Staff Denis McDonough 	"The president has conferred with his top advisors and is currently considering everything from authorizing missile strikes against Syrian regime targets, to taking out Syrian regime targets with missile strikes - nothing is off the table at this point, ""The president recognizes that the situation in Syria is extremely delicate and that the U.S. faces complex consequences regardless of what he chooses; that's why he's giving the one option in front of him so much thought. He will not act until he's confident in the inexorable decision he's making."""	
1	Washington's Hobby Lobby Lobbies To Strengthen Hobbies	Hobby Lobby representative Robbie H. Stobby 	"My name is Robbie Stobby, and I am here to lobby for hobbies, ""This snobby Congress needs to quit being knobby and recognize the Hobby Lobby. Well, I say it's as bad as if we were under Mugabe. And, to diverge for a moment, the Kennedy I like best is Bobby. He was a great legislator and a significant influence on my political career."""	
1	Israel Builds New Settlement To Host Palestinian Peace Talks	Prime Minister Benjamin Netanyahu 	"After years of failed diplomacy, it has become clear that we need to make a fresh start, and what better way to do so than by appropriating a small amount of Palestinian territory where Israeli citizens can live and negotiators from both sides can talk about a peaceful way forward? ""With this new settlement in place, I believe that our prospects of peace and unity will be brighter than ever. In fact, we should build more settlements so there can be even more places to negotiate."""	
1	Proposed Legislation Offers Citizenship To Immigrants Who Can Play Piano So Good It Makes Everyone Cry	House Speaker John Boehner 	"The House fully supports a broad immigration bill that includes a path to citizenship to immigrants who can sit down at a shiny Steinway piano, close their eyes, and move audiences to tears with a haunting solo piano performance that makes you well up with emotion and say, ?Wow, this guy can really play,' ""Even if said individual is undocumented and entered onto U.S. soil illegally, we are more than willing to grant said individual legal status should they play a stirring piano rendition of either Pachelbel's Canon, Beethoven's Moonlight Sonata, or possibly the theme from Schindler's List with great poise, stunning technique, and an almost unbearable sense of poignancy."""	
1	Man With Widely Circulated Penis Pictures Not The Most Humiliated Person At Podium	a man 	"These things that I did were wrong and hurtful, ""I want to again say that I am very sorry to anyone who was on the receiving end of these messages and the disruption that this has caused. Now it's time to move forward."""	
1	Man Who Couldn't Defeat George W. Bush Attempting To Resolve Israel-Palestine Conflict	State Department spokesperson Jen Psaki 	"We are confident that [this person who managed to win just 19 states against George W. Bush, even in the midst of two highly unpopular and costly foreign wars] will be able to establish a framework to bring about lasting peace in the Middle East, ""[The individual whose sole goal for more than a year was to make the simple case that he would do a better job than one of the most disliked and poorly rated politicians of all time, and who decisively failed at this singular task] will lay out his bold vision for a road map to peace, and it's one that we believe both Israelis and Palestinians will be very receptive to. Our best hope for a safe, prosperous Middle East lies with [a guy who came in second to a former substance abuser who nearly choked to death on a pretzel]."""	
1	Eric Cantor Pressuring Wife To Try New Political Position	House Majority Leader Eric Cantor 	"Come on, baby, let's try a little pro-gun control, or maybe a little reverse pro-gun control, just to spice things up, ""I'll role-play a neoliberal who's been naughty on security issues, and you'll be a social-conservative minx who wants to deny hospital visitation rights for gay couples all night long. We'll have a safe word so I can go back to being an ideologically inconsistent Republican if things get too intense."""	
1	Michelle Obama Finally Gets Around To Reading ?Dreams From My Father'	Michelle Obama 	"I read the first couple chapters back when it came out, but I just couldn't get through it, and it's been lying on my dresser ever since, ""to be honest, it's a little slow."" ""The parts about his dad seem a little overwrought, and he spends so much time writing about himself that he comes across a bit narcissistic - who writes a memoir when they're 33, anyway? I skimmed a lot of it, but I can still pretend I read the whole thing if he asks."""	
0	Steve King: Ferguson protesters of same 'continental origin'	Rep. Steve King  	"This idea of no racial profiling, I've seen the video and it looks to me like you don't need to bother with that particular factor because they all appear to be of a single origin, I should say, continental origin, might be the way to phrase that, ""I just reject race-based politics, identity politics,"" ""We're all God's children. We all should be held to the same standards and the same level of behavior."""	
0	Rand Paul on Ferguson: Police too militarized	Sen. Rand Paul 	"Given the racial disparities in our criminal justice system, it is impossible for African-Americans not to feel like their government is particularly targeting them, ""When you couple this militarization of law enforcement with an erosion of civil liberties and due process ... we begin to have a very serious problem on our hands,"""	
0	Obama takes measured tone on clashes in Ferguson	President Obama 	"There is never an excuse for violence against police, or for those who would use this tragedy as a cover for vandalism or looting, nor is there an excuse for police to use excessive force against peaceful protestors, ""Now's the time for healing, now's the time for peace and calm on the streets of Ferguson,"" ""if I had a son, he'd look like Trayvon."" ""We Must Demilitarize the Police."""	
0	Video: Ted Cruz pets tail-wagging pig	Sen. Ted Cruz 	the culture of corruption that is rampant in Washington and sadly it is a bipartisan affair.	
0	"No word on hug, Clinton says all's good with Obama"	Hillary Clinton 	"We are committed to the values and the interests and the security of our country together, ""We have disagreements, as any partners and friends might very well have. But I am proud that I served for him and with him, and I am looking forward to seeing him tonight."""	
0	Christie touts conservative chops in Alabama	Gov. Chris Christie 	"Folks believe when you're a Republican from New Jersey that somehow you're not going to be conservative, ""I think that's the biggest thing that folks in Alabama, as they get to know me better, will understand."" ""There are certain biases all over the country, right? We have certain predispositions and pre-conceived notions about folks, but as I get to know the folks in Alabama better over time, I think they'll understand that I'm a pretty conservative guy and have a record in New Jersey that is conservative,"""	
0	"310,000 healthcare consumers could lose coverage come September if they don't prove eligibility"	CMS administrator Marilyn Tavenner 	"We've closed about 450,000 of these cases and have an additional 210,000 cases in progress, ""However, some still have not responded. We want as many consumers as possible to remain enrolled in Marketplace coverage, so we are giving these individuals a last chance to submit their documents before their coverage through the Marketplace will end."""	
0	Rand Paul hits the Hamptons	Sen. Rand Paul 	"No real thought process, just other things I gotta do, ""I gotta be in Kentucky for several events, and then I'm going to Guatemala for a week to do surgery down in Guatemala. So it's just a matter of trying to get everything in, and nothing in particular."""	
0	"Obama hails job growth, slams GOP in weekly address"	President Barack Obama  	"They've said 'no' to raising the minimum wage, 'no' to equal pay for equal work and 'no' to restoring the unemployment insurance they let expire for more than 2 million Americans looking for a new job,  ""They've now voted more than 50 times to take apart the Affordable Care Act - imagine if they voted 50 times on serious jobs bills."""	
0	'Hugging it out': Hillary Clinton calls Obama to calm tensions	Hillary Clinton 	"Great nations need organizing principles, and ‘Don't do stupid stuff' is not an organizing principle, ""I think that that's a political message. It's not his worldview,"" ""I've sat in too many rooms with the President. He's thoughtful, he's incredibly smart, and able to analyze a lot of different factors that are all moving at the same time. I think he is cautious because he knows what he inherited."""	
0	'Hugging it out': Hillary Clinton calls Obama to calm tensions	a spokesman Nick Merrill 	"While they've had honest differences on some issues, including aspects of the wicked challenge Syria presents, she has explained those differences in her book and at many points since then, ""Some are now choosing to hype those differences but they do not eclipse their broad agreement on most issues."""	
0	Fox News host: First lady needs to 'drop a few' pounds	psychiatrist Keith Ablow 	"How well could she be eating? She needs to drop a few, ""Well, no, let's be honest. I mean, there's no French fries ever? That's all kale and carrots? I don't buy it,"" ""I do not like her attitude, but I like her booty,"" ""Exactly, but that's what she's doing. She's up at night in the White House kitchen, I'm telling ya."""	
0	White House touts achievements on raising minimum wage	director of the National Economic Council Jeff Zients 	"The train has left the station with a growing number of states, cities and local businesses on board raising the minimum wage,"	
0	Obama won't be pouring ice water on his head	Principal Deputy White House Press Secretary Eric Schultz 	"The President appreciates Mrs. Kennedy thinking of him for the challenge – though his contribution to this effort will be monetary,"	
0	David Axelrod smack-tweets Hillary Clinton	PAC's executive director Ilya Sheyman 	"Secretary Clinton, and any other person thinking about seeking the Democratic nomination in 2016, should think long and hard before embracing the same policies advocated by right-wing war hawks that got America into Iraq in the first place and helped set the stage for Iraq's troubles today,"	
0	David Axelrod smack-tweets Hillary Clinton	Hillary Clinton 	"I thought I had acted in good faith and made the best decision I could with the information I had, ""And I wasn't alone in getting it wrong. But I still got it wrong. Plain and simple."""	
0	Did Obama drop Supreme Court hint? White House says no	President Barack Obama 	"That's why I need a Democratic Senate, ""Not to mention the fact that we're going to have Supreme Court appointments, and there are going to be a whole host of issues that many people here care about that are going to be determined by whether or not Democrats retain the Senate."""	
0	Did Obama drop Supreme Court hint? White House says no	liberal justice Ruth Bader Ginsburg 	"All I can say is that I am still here and likely to remain for a while,"	
0	"After criticism of Obama policy, Hillary Clinton to party with President"	a White House official 	"The President and First Lady are very much looking forward to the occasion and seeing Former Secretary Clinton,"	
0	"After criticism of Obama policy, Hillary Clinton to party with President"	Hillary Clinton 	"The failure to help build up a credible fighting force of the people who were the originators of the protests against Assad – there were Islamists, there were secularists, there was everything in the middle – the failure to do that left a big vacuum, which the jihadists have now filled, ""don't do stupid stuff."" ""Great nations need organizing principles, and ‘Don't do stupid stuff' is not an organizing principle,"""	
0	"For 6th year in a row, Obama breaks promise to acknowledge Armenian genocide"	Armenian National Committee of America executive director Aram Hamparian 	"It's a sad spectacle to see our President, who came into office having promised to recognize the Armenian Genocide, reduced to enforcing a foreign government's gag-rule on what our country can say about a genocide so very thoroughly documented in our own nation's archives,"	
0	White House wants to improve government websites	federal chief information officer Steven VanRoekel 	"The same dynamic that drove the [initial] outcome of HealthCare.gov is present in other places, ""We're showing agencies: here's another way. Here's a new way to approach these things."" ""When we look across where we want to gather expertise, it comes from multiple places. But the big push here is to bring in people from the private sector,"""	
0	"Sanders stirs up 2016 speculation, says he's got a 'damn good platform' to run on"	Sen. Bernie Sanders 	"You have today in America more income and wealth inequality than any time in this country since 1928 and more than any major country in the world. So you have the top one percent owning 38% of the wealth of America, ""Look, it's easy for me to give a good speech, and I give good speeches."" ""it is harder to put together a grassroots organization of hundreds of thousands (or) millions of people prepared to work hard and take on the enormous amounts of money that will be thrown against us."" ""I've known Hillary Clinton for many, many years,"" ""I have a lot of respect for Hillary Clinton, and she has accomplished a lot of really positive things in her career. But I'm not quite sure that the political process is one in which we anoint people."""	
0	Cuccinelli: Harry Reid the lead blocker	Senate Conservative Fund president Ken Cuccinelli 	"Harry Reid is blocking this and he is the lead blocker for the President, whose approval rating is so low in the sixth year of his terms that it is going to do harm not on a race-by-race basis, but across the board, because of the utter failure of the policies, ""I joke with some of my conservative friends who - uh-oh, look at the President, playing all this golf.  I'm like, what, do you want him at his desk?"""	
0	McCain dismisses claim that he has it in for Obama	Sen. John McCain 	"There are a number of things that the President has done foreign policy-wise that I have not only approved of, but supported, ""If I look at the world in January of 2009, and I look at the world today, I can tell you this, Candy. It's very, very different,"" ""And I believe that's because, when the United States of America withdraws from leadership from the world, it creates a vacuum, and bad things happen."""	
0	"Bloomberg says no, again, to 2016"	Michael Bloomberg 	"No is the answer. Plain and simple, ""I'm going to spend the rest of my life trying to make a better world for myself, for my kids, for my grandchildren."""	
0	McCain dismisses claim that he has it in for Obama	CNN's Candy Crowley 	"Senator McCain, lots of people, when we have you on, often say: ‘Why do you have him on so often?' And we say because he answers our questions, because he expresses his views quite clearly, ""And very often, what we get back - and I think you get it on Twitter, too - is, ‘That's just John McCain. There isn't a thing this President could do that John McCain would approve of when it comes to foreign policy.' Your reply?"""	
0	Rolling Stone cover: Wrong Constitutional ink	Julia Louis-Dreyfus 	I was in a drunken stupor	
0	Embattled Jon Corzine to host Ready for Hillary Hamptons fundraiser	Executive director Tim Miller 	"Not Even Scandal-Plagued Jon Corzine Is Too Sleazy For The Clintons To Cash In On, ""Just like the Clintons, Ready For Hillary will take money from anyone,"""	
0	Biden: Lawyers needed to help solve ‘heart wrenching' border crisis	Vice President Joe Biden 	"We need lawyers. We need trained lawyers to determine whether or not these kids meet the criteria for refugee status, ""It's hard. It's going to be really hard. It was hard already. This backlog is going to continue to pile up,"" ""I hope you've overcome the notion that just because we can't do them all we shouldn't do anything,"" ""You know, you take care of one of these kids, you'll get greater satisfaction than you have from winning a case for a major corporate client."" ""I wish I had a more perfect solution for you,"" ""This is just hard stuff."" ""What we're trying to figure out – and it's hard – is how we can use the multiple assets, absent Congressional support and the real money we need, to do the kinds of things we need,"" ""Because they've left town. And they left town a long time ago, figuratively speaking, in actually engaging on this."""	
